Date	Open	High	Low	Close	diffHL	diffOH	diffOC
2020-06-08	56.959999084472656	59.08000183105469	56.900001525878906	58.15999984741211	2.1800003051757812	-2.1200027465820312	0.05999755859375
2020-06-09	58.15999984741211	58.20000076293945	54.2400016784668	54.52000045776367	3.9599990844726562	-0.04000091552734375	3.9199981689453125
2020-06-10	54.939998626708984	55.47999954223633	53.400001525878906	53.79999923706055	2.079998016357422	-0.5400009155273438	1.5399971008300781
2020-06-11	52.29999923706055	52.5	50.060001373291016	50.7400016784668	2.4399986267089844	-0.20000076293945312	2.2399978637695312
2020-06-12	49.279998779296875	51.599998474121094	48.70000076293945	51.2599983215332	2.8999977111816406	-2.3199996948242188	0.5799980163574219
2020-06-15	49.099998474121094	51.060001373291016	48.900001525878906	49.68000030517578	2.1599998474121094	-1.9600028991699219	0.1999969482421875
2020-06-16	51.220001220703125	53.52000045776367	51.18000030517578	53.15999984741211	2.3400001525878906	-2.299999237060547	0.04000091552734375
2020-06-17	53.15999984741211	53.279998779296875	51.599998474121094	51.84000015258789	1.6800003051757812	-0.11999893188476562	1.5600013732910156
2020-06-18	51.47999954223633	52.540000915527344	50.939998626708984	51.400001525878906	1.6000022888183594	-1.0600013732910156	0.5400009155273438
2020-06-19	52.0	52.279998779296875	50.880001068115234	50.959999084472656	1.3999977111816406	-0.279998779296875	1.1199989318847656
2020-06-22	50.29999923706055	50.84000015258789	49.630001068115234	50.040000915527344	1.2099990844726562	-0.5400009155273438	0.6699981689453125
2020-06-23	50.900001525878906	51.63999938964844	50.599998474121094	50.65999984741211	1.0400009155273438	-0.7399978637695312	0.3000030517578125
2020-06-24	50.939998626708984	51.2400016784668	49.529998779296875	49.75	1.7100028991699219	-0.3000030517578125	1.4099998474121094
2020-06-25	49.0	49.84000015258789	48.5099983215332	49.84000015258789	1.3300018310546875	-0.8400001525878906	0.4900016784667969
2020-06-26	50.13999938964844	50.29999923706055	48.9900016784668	48.9900016784668	1.30999755859375	-0.15999984741210938	1.1499977111816406
2020-06-29	48.84000015258789	50.2599983215332	48.400001525878906	50.13999938964844	1.8599967956542969	-1.4199981689453125	0.4399986267089844
2020-06-30	50.20000076293945	50.5	49.15999984741211	49.61000061035156	1.3400001525878906	-0.2999992370605469	1.0400009155273438
2020-07-01	50.0	51.439998626708984	49.97999954223633	51.119998931884766	1.4599990844726562	-1.4399986267089844	0.020000457763671875
2020-07-02	51.5	52.97999954223633	51.2400016784668	52.65999984741211	1.7399978637695312	-1.4799995422363281	0.2599983215332031
2020-07-03	52.63999938964844	52.900001525878906	51.47999954223633	51.959999084472656	1.4200019836425781	-0.26000213623046875	1.1599998474121094
2020-07-06	52.380001068115234	53.97999954223633	52.380001068115234	52.900001525878906	1.5999984741210938	-1.5999984741210938	0.0
2020-07-07	52.5	53.7400016784668	52.34000015258789	53.47999954223633	1.4000015258789062	-1.2400016784667969	0.15999984741210938
2020-07-08	53.0	53.52000045776367	52.7400016784668	53.439998626708984	0.779998779296875	-0.5200004577636719	0.2599983215332031
2020-07-09	53.65999984741211	53.81999969482422	52.63999938964844	52.68000030517578	1.1800003051757812	-0.15999984741210938	1.0200004577636719
2020-07-10	52.29999923706055	52.7599983215332	51.65999984741211	52.7400016784668	1.0999984741210938	-0.45999908447265625	0.6399993896484375
2020-07-13	54.040000915527344	54.63999938964844	53.41999816894531	54.63999938964844	1.220001220703125	-0.5999984741210938	0.6200027465820312
2020-07-14	54.63999938964844	55.880001068115234	54.0	55.619998931884766	1.8800010681152344	-1.2400016784667969	0.6399993896484375
2020-07-15	54.08000183105469	54.29999923706055	51.380001068115234	51.81999969482422	2.9199981689453125	-0.21999740600585938	2.700000762939453
2020-07-16	52.0	53.2400016784668	51.540000915527344	52.47999954223633	1.7000007629394531	-1.2400016784667969	0.45999908447265625
2020-07-17	52.81999969482422	52.959999084472656	51.779998779296875	52.2599983215332	1.1800003051757812	-0.1399993896484375	1.0400009155273438
